"","study_id","author","title","pub_year","journal","citation","pub_type","design_other","country","region","setting","program","objective","iecriteria","intervention","comparator","study_comments","studyn","effect","kp_msm","kp_pwid","kp_pregwomen","kp_tb","kp_infants","kp_children","kp_orphans","kp_street","kp_adolescents","kp_csw","kp_disabled","kp_prisoners","kp_migrants","kp_comments","sufa_id","study_complete","exclude","exclude_reason","pmtct","study_design_number","study_design","proc_id","initials","cas_testing","cas_linkage","cas_staging","cas_initiation","cas_retonelig","cas_retonart","cas_adherence","cas_comments","behav_target","behav_mediator","behav_target_desc","imp_target","imp_target_c","imp_target_o","imp_target_m","imp_target_comment","imp_action","imp_action_desc","imp_actor","imp_dose","imp_temporality","imp_measure","imp_meas_feasible","imp_meas_accept","imp_meas_adopt","imp_meas_fidelity","imp_meas_cost","imp_meas_sustain","imp_meas_comment","imp_outcome","imp_outcome_c","imp_outcome_o","imp_outcome_m","imp_outcome_b","imp_outcome_comment","intervention_name","interv_name_text","proc_complete","behav_level_number","behav_level","intervention_type_number","intervention_type"
"43",388,"Killam","Antiretroviral therapy in antenatal care to increase treatment initiation in HIV-infected pregnant women: a stepped-wedge evaluation.",2010,"AIDS","Killam WP, Tambatamba BC, Chintu N, Rouse D, Stringer E, Bweupe M, et al. Antiretroviral therapy in antenatal care to increase treatment initiation in HIV-infected pregnant women: a stepped-wedge evaluation. AIDS. 2010; 24(1): 85-91.","journal",NA,"Zambia",NA,"Lusaka, urban","Public Sector HIV primray care clinics","to evaluate whether providing antiretroviral therapy (ART) integrated in antenatal care (ANC) clinics resulted in a greater proportion of treatment-eligible women initiating ART during pregnancy compared with the existing approach of referral to ART.","all women initiating ANC in the eight clinic sites between 16 July 2007 and 31 July 2008 and found to be eligible for ART.","Intervention: ART provision in the ANC clinic, ART services were provided 1-2 days per week.","Control: ART clinic located on the same premises as the ANC clinic, but physically separate and separately staffed.",NA,37203,NA,0,0,1,0,NA,0,0,0,0,0,0,0,0,NA,19,FALSE,FALSE,NA,TRUE,6,"Quasi-experimental",93,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA
"44",389,"Kipp","Antiretroviral treatment for HIV in rural Uganda: Two-year treatment outcomes of a prospective health centre/community-based and hospital-based cohort",2012,"PLoS ONE","Kipp, W, Konde-Lule, J, Saunders, L. D, et al. Antiretroviral treatment for HIV in rural Uganda: Two-year treatment outcomes of a prospective health centre/community-based and hospital-based cohort. PLoS One. 2012;7(7):e40902.","journal",NA,"Uganda",NA,"intervention in rural setting, control in urban setting",NA,"To evaluate the utility of a health centre (HC)/community-based approach in the provision of ART to persons living with HIV in a rural area in western Uganda","ART-naïve adults initiating ART","ART initiated at the health centre, maintained in community receiving care from volunteer community health workers who did weekly home visits - delivering antiretrovirals monthly,monitoring and supporting adherence, monitoring adverse effects and clinical","ART initiated and maintained in hospital, by doctors",NA,385,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,66,FALSE,FALSE,NA,FALSE,5,"Prospective cohort",94,1,0,0,0,0,0,1,0,"retention in clinic.  Adherence was measured through weekly pill counts, but only for the intervention arm.",0,0,"Outcome measured was retention in clinic - no explicit definition of the desired behavior (i.e. retention in care, even if elsewhere) or is required to be an 'active' patient in clinic.",1,0,1,0,"Home-based ART delivery intended to reduce/eliminate the barrier of transportation costs.",1,"home delivery of ART through weekly home visits by volunteers from the community (no data given who volunteers are).  Assessment of adherence/clincal problems, but description is nonspecific.  Visit duration provided, treatment supporter encouraged",0,1,1,1,0,0,0,1,0,0,"Very limited data provided, but enough to give credit. Authors tell us the proportion of planned visits that volunteers made.  They do not, however, tell us how many visits were planned and whether or not this planning process was implemented as expected.",0,NA,NA,NA,NA,NA,1,"Home-based ART delivery, treatment supporter",TRUE,2,"Individuals - patients","16;21;31",NA
"45",390,"Kohler","Implementation of free cotrimoxazole prophylaxis improves clinic retention among antiretroviral therapy-ineligible clients in Kenya",2011,"AIDS","Kohler, P. K., M. H. Chung, et al. (2011). ""Implementation of free cotrimoxazole prophylaxis improves clinic retention among antiretroviral therapy-ineligible clients in Kenya."" AIDS 25(13): 1657-1661.","journal",NA,"Kenya",NA,"Nairobi (urban), 1 outpatient site in a secondary hospital",NA,"Determine whether implementation of free CTX was associated with improved retention in pre-ART care","adults with a baseline CD4 count who remained ART ineligible 12 months after initiation of care both before and after 2006 countrywide introduction of free CTX","countrywide introduction of free CTX, q 1-2 month pharmacy visits for refill and phone call reminder for missed pharmacy appointments","pre-ART visits scheduled every 6 months, with no CTX and thus no pharmacy visits","Concern for differential measure of outcome measure between groups - unclear but may be 30 days of absence from clinic.  Because control group was scheduled only q 6 months, it is unclear whether participants at administrative censoring who had not yet re",1024,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,"Adults",20,FALSE,FALSE,NA,FALSE,1,"Before-and-after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",391,"Kranzer","Linkage to HIV Care and Antiretroviral Therapy in Cape Town, South Africa",2010,"PLoS ONE","Kranzer K, Zeinecker J, Ginsberg P et al. (2010) Linkage to HIV care and antiretroviral therapy in Cape Town, South Africa. PLoS One 5, e13801. DOI: 10.1371/journal.pone.0013801.","journal",NA,"South Africa",NA,"Primary care clinic and hospital in Cape Town","ANC, STI clinic, VCT","To evaluate linkage to care for patients testing HIV positive at different types of testing facilities","adults testing HIV positive for first time within administrative database","ANC clinic testing","Other testing sites: STI clinic, VCT, TB clinic",NA,8515,NA,0,0,1,1,NA,0,0,0,0,0,0,0,0,NA,21,FALSE,FALSE,NA,FALSE,4,"Retrospective cohort",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",392,"Kundu","Food Supplementation as an Incentive to Improve Pre-antiretroviral Therapy Clinic Adherence in HIV-Positive Children—Experience from Eastern India",2012,NA,NA,"journal",NA,"India",NA,"Urban Hospital",NA,"To evaluate the importance of food supplementation as incentive in improving preantiretroviral therapy (pre-ART) adherence","children 2-12 years who were ART naïve; migrants excluded","Provision of supplementary nutrition as monthly take home rations The rations were distributed outside the hospital premises on the principle of providing one-third calorie and one-half proteins of recommended daily allowance for the age of the child.","Caregivers were advised to follow-up in the pediatric pre-ART clinic at least once in 2 months. If children failed to visit the clinic >2 months, then guardians were contacted by phone call.",NA,180,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,22,FALSE,FALSE,NA,FALSE,1,"Before-and-after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",393,"Kunutsor","Improving Clinic Attendance and Adherence to Antiretroviral Therapy Through a Treatment Supporter Intervention in Uganda: A Randomized Controlled Trial",2011,"AIDS Behav",NA,"journal",NA,"Uganda",NA,"Jinja","JCRC","To evaluate the effect of a treatment supporter on medication adherence, visit adherence","adults","treatment supporter self selected","no treatment supporter",NA,174,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,71,FALSE,FALSE,NA,FALSE,7,"Individual RCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",394,"Larson","Rapid Point-of-Care CD4 Testing at Mobile HIV Testing Sites to Increase Linkage to Care: An Evaluation of a Pilot Program in South Africa",2012,"JAIDS",NA,"journal",NA,"South Africa",NA,"Gauteng, mobile community based testing services","NGO, Right to Care","Assignment to testing group (offered POC CD4 or not), successful follow-up (by telephone), and completed the referral visit for HIV care within 8 weeks after HIV testing if successfully followed up","adults","Point of Care CD4 testing and results provision in the setting of a mobile testing program","patients with a positive HIV test result received post-test counselling and referral to an HIV care and treatment site","Outcomes only asceratined in 53% of patients",504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE,FALSE,NA,FALSE,6,"Quasi-experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",395,"Larson","Same-Day CD4 testing to improve uptake of HIV care and treatment in South Africa: point-of-care is not enough",2013,"AIDS Res Treat","Larson BA, Schnippel K, Brennan A, Long L, Xulu T, Maotoe T, et al. Same-Day CD4 testing to improve uptake of HIV care and treatment in South Africa: point-of-care is not enough. AIDS Res Treat. 2013;2013:941493.","journal",NA,"South Africa",NA,"urban clinc","ThembaLethu Clinic, Johannesburg, SA","evaluated whether a pilot program providing point-of-care (POC), but not rapid, CD4 testing (BD FACSCount) immediately after testing HIV-positive improved retention in care","all patients testing HIV+ with CD4 <250","POC CD4","standard of care (same day blood draw and results pick up)",NA,500,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,252,FALSE,FALSE,NA,FALSE,1,"Before-and-after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",396,"Lester","Effects of a mobile phone short message service on antiretroviral treatment adherence in Kenya (WelTel Kenya1): a randomised trial",2010,"Lancet","Lester RT, Ritvo P, Mills EJ, et al. Effects of a mobile phone short message service on antiretroviral treatment adherence in Kenya (WelTel Kenya1): a randomised trial. Lancet 2010; 376: 1838–45.","journal",NA,"Kenya",NA,"3 large clinics (urban and rural)","University of Nairobi, Coptic Hospital, Kajiado Clinic (MOH)","To assess whether mobile phone communication between health-care workers and patients starting antiretroviral therapy in Kenya improved drug adherence and suppression of plasma HIV-1 RNA load.",">18 years old, initiating ART for the first time, and able to access a mobile phone on a near-daily basis and communicate via SMS (either through personal phone or shared access phone). Illiterate patients were eligible if assisted by a literate partner.","Weekly (Monday morning) SMS from clinic nurse asking how patients were doing.  Nurse called all patients who replied that they had a problem or who did not respond within 48 hours.","standard of care",NA,538,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,"Results disaggregated by sex",24,FALSE,FALSE,NA,FALSE,7,"Individual RCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",397,"Long","Treatment outcomes and cost-effectiveness of shifting management of stable ART patients to nurses in South Africa: an observational cohort.",2011,"PLOS Med","Long L, Brennan A, Fox MP, Ndibongo B, Jaffray I, Sanne I, et al. Treatment outcomes and cost-effectiveness of shifting management of stable ART patients to nurses in South Africa: an observational cohort. PLoS Med. 2011; 8(7): e1001055","journal",NA,"South Africa",NA,"Johannesburg","large putlic sector ART clinic at secondary hospital","evaluated the cost-effectiveness of down-referring stable antiretroviral therapy (ART) patients from a doctor-managed, hospital-based ART clinic to a nurse-managed primary health care facility in Johannesburg, South Africa","all ART patients down-referred from TLC to Crosby Clinic between 1 February 2008 and 1 January 2009.","down-referral to lesser trained care providers and lower level health care facilities","non-down-referred patients","Task shifting",2848,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,25,FALSE,FALSE,NA,FALSE,4,"Retrospective cohort",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",398,"Lugada","Comparison of home and clinic-based HIV testing among household members of persons taking antiretroviral therapy in Uganda: results from a randomized trial.",2010,"JAIDS","Lugada E, Levin J, Abang B, et al. Comparison of home and clinic-based HIV testing among household members of persons taking antiretroviral therapy in Uganda: results from a randomized trial. J Acquir Immune Defic Syndr. Oct 2010;55(2):245-252.","journal",NA,"Uganda",NA,"clinics","TASO","VCT uptake and HIV prevalence were compared",NA,"home-based antiretroviral therapy program including VCT for household members","clinic-based antiretroviral therapy program including VCT for household members",NA,7184,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,192,FALSE,FALSE,NA,FALSE,8,"Cluster RCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",399,"Luque-Fernandez","Effectiveness of Patient Adherence Groups as a Model of Care for Stable Patients on Antiretroviral Therapy in Khayelitsha, Cape Town, South Africa",2013,"PLoS ONE","Luque-Fernandez MA, Van Cutsem G, Goemaere E, Hilderbrand K, Schomaker M, Mantangana N, Mathee S, Dubula V, Ford N, Hernán MA, Boulle A. Effectiveness of patient adherence groups as a model of care for stable patients on antiretroviral therapy in Khayelit","journal",NA,"South Africa",NA,"clinic",NA,"To evaluate the effectiveness of a group-based model of care run predominantly by non-clinical staff in retaining patients in care and maintaining adherence","Adults, on ART >=18 months, CD4 >=200, virally suppressed","Stable ART patients invited to form or join groups of 15-30  to receive ART in a group setting.  Groups conducted by non-clinical counseling staff and are scheduled for non-busy clinic times to minimize wait times","standard of care - ART delivered by clinician at clinic",NA,2829,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,249,FALSE,FALSE,NA,FALSE,4,"Retrospective cohort",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",400,"MacPherson","Home initiation of HIV care following selftesting: a cluster randomised trial in Blantyre, Malawi",NA,"unpublished",NA,"journal",NA,"Malawi",NA,"Northwest Blantyre (urban), community",NA,"To determine the impact that allowing home ART initiation has on overall ART initiation","All adults >16 years of age residing in one of the study communities","Option for home-based initiation of ART including eligibility assessment, 2 week supply of ARVs, and referral card to access ongoing ART at clinic","Clinic-based initiation of ART",NA,16660,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,"Adults >16 yo",26,FALSE,FALSE,NA,FALSE,8,"Cluster RCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",401,"Maheswaran","Starting a home and mobile HIV testing service in a rural area of South Africa.",2012,"JAIDS","Maheswaran H, Thulare H, Stanistreet D, Tanser F, Newell ML. Starting a home and mobile HIV testing service in a rural area of South Africa. J Acquir Immune Defic Syndr. Mar 1 2012;59(3):e43-46.","journal",NA,"South Africa",NA,"rural hospital and primary health care clinics",NA,"To compare users of a home and mobile HIV counseling and testing service implemented in rural KwaZulu-Natal, South Africa.",NA,"home HIV counseling and testing service","mobile HIV counseling and testing service",NA,2774,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,193,FALSE,FALSE,NA,FALSE,5,"Prospective cohort",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",402,"Mandala","Prevention of mother-to-child transmission of HIV in Zambia: implementing efficacious ARV regimens in primary health centers",2009,"BMC Public Health","Mandala J, Torpey K, Kasonde P et al. (2009) Prevention of mother-to-child transmission of HIV in Zambia: implementing efficacious ARV regimens in primary health centers. BMC Public Health 9, 314.","journal",NA,"Zambia",NA,"60 Public health clinics supported by Zambia Prevention, Care, and Treatment Partnership (urban and rural)","public health clinics","To report on implementation of and factors associated with efficacious ARV regimens among HIV-positive pregnant women attending antenatal clinics in primary health centers (PHCs) in Zambia","All HIV-infected pregnant women enrolled in clinical care at a primary health clinic","Clinic able to do same-day blood draw for CD4","Clinic not able to do same-day blood draw for CD4","observational study, 'intervention' was merely a variable identified to be associated w/ outcome",14815,NA,0,0,1,0,NA,0,0,0,0,0,0,0,0,NA,27,FALSE,FALSE,NA,FALSE,4,"Retrospective cohort",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",403,"Massaquoi","Patient retention and attrition on antiretroviral treatment at district level in rural Malawi.",2009,"Trans R Soc Trop Med Hyg","Massaquoi M, Zachariah R, Manzi M, et al. Patient retention and attrition on antiretroviral treatment at district level in rural Malawi. Trans R Soc Trop Med Hyg. Jun 2009;103(6):594-600.","journal",NA,"Malawi",NA,"Thyolo District, largest rural district","public district hospital and health centers","To measure and compare patient retention and attrition among patients initiated on ART at the main district hospital in Thyolo and its primary health centres.","HIV infected adults and children, eligible for antiretrovirals, CD4 count <250cells/mm3, WHO clinical stage 3 or 4","ART initiated and maintained at health centre, by medical assistant, 1 nurse","ARTinitiated and maintained at hospital by clinical officer,medical assistants, nurses, counsellors",NA,4074,NA,0,0,0,0,NA,1,0,0,0,0,0,0,0,NA,62,FALSE,FALSE,NA,FALSE,4,"Retrospective cohort",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",404,"Mbuagbaw","The Cameroon Mobile Phone SMS (CAMPS) trial: a randomized trial of text messaging versus usual care for adherence to antiretroviral therapy.",2012,"PLoS One","Mbuagbaw L, Thabane L, Ongolo-Zogo P, et al. The Cameroon Mobile Phone SMS (CAMPS) trial: a randomized trial of text messaging versus usual care for adherence to antiretroviral therapy. PLoS One. 2012;7(12):e46909.","journal",NA,"Cameroon",NA,"Urban tertialry level teaching hospital","Yaoundé Central Hospital (YCH) Accredited Treatment Centre (ATC)"," to test the effectiveness of sending weekly motivational text messages via mobile phone versus no text messaging to improve adherence, measured using a VAS, the number of missed doses and pharmacy refills among HIV positive patients over a 6-month period","aged above 21 years; owned a mobile phone; who could read text messages; and who had been on ART for at least one month.","short text message to each participant in the intervention (SMS) group, once a week, in either French or English, based on the participant's language preference.","In the control (no SMS) group, participants received only usual care. They did not receive any text messages",NA,200,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",257,FALSE,FALSE,NA,FALSE,7,"Individual RCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",405,"McGuire","Treatment initiation, program attrition and patient treatment outcomes associated with scale-up and decentralization of HIV care in rural Malawi.",2012,"PLoS One","McGuire M, Pinoges L, Kanapathipillai R, et al. Treatment initiation, program attrition and patient treatment outcomes associated with scale-up and decentralization of HIV care in rural Malawi. PLoS One. 2012;7(10):e38044.","journal",NA,"Malawi",NA,"Chiradzulu district, Southern Malawi, rural","Malawi MOH and MSF supported district hospital and 10 rural health centers","describe temporal trends in patient characteristics at cART start and compare outcomes in HIV-infected patients receiving decentralized versus centralized care in Chiradzulu, Malawi.","HIV infected adults, eligible for antiretrovirals, CD4 count <250cells/mm3, WHO clinical stage 3 or 4","ART initiated and maintained at health centre, by clinical officers. Medical assistants and nurses could prescribe after 2007 (decentralized)","ART initiated andmaintained at hospital by clinical officer,medical assistants, nurses (decentralized)",NA,15412,NA,0,0,0,0,NA,1,0,0,0,0,0,0,0,NA,63,FALSE,FALSE,NA,FALSE,4,"Retrospective cohort",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",406,"Menzies","The costs and effectiveness of four HIV counseling and testing strategies in Uganda.",2009,"AIDS","Menzies N, Abang B, Wanyenze R, et al. The costs and effectiveness of four HIV counseling and testing strategies in Uganda. AIDS. Jan 28 2009;23(3):395-401","journal",NA,"Uganda",NA,"health system",NA,"compared costs and outcomes of four HCT strategies in Uganda.",NA,"stand-alone HCT;","hospital-based HCT; household-member HCT; and door-to-door HCT.",NA,84323,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,"includes serodiscordant couples",194,FALSE,FALSE,NA,FALSE,4,"Retrospective cohort",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",407,"Mugusi","Enhancing adherence to antiretroviral therapy at the HIV clinic in resource constrained countries; the Tanzanian experience",2009,"Trop Med Int Health","Mugusi F, Mugusi S, Bakari M, et al. Enhancing adherence to antiretroviral therapy at the HIV clinic in resource constrained countries; the Tanzanian experience. Trop Med Int Health 2009; 14: 1226–32.","journal",NA,"Tanzania",NA,"Urban teaching hospital (Muhimbili National Hospital, Dar es Salaam, Tanzania)",NA,"to determine the effect of additional methods of enhancing adherence on top of regular adherence counseling (i.e. calendars,  treatment assistants and daily clinic-based DOT) on patients’ adherence to ART in a normal clinic setting within the context of a",">18 years old, treatment naïve, ART eligible.  Pregnant and breastfeeding women excluded","Calendar': in addition to adherence counseling at all visits, participants received calendar with adherence messages that changed every 3 months; were instructed to record pill-taking in calendar. 'Treatment assistant': in addition to adherence counseling","standard of care (monthly adherence counseling sessions)","Major methodologic flaws.  Selection bias: randomization stratified by baseline patient characteristics, thus disproportionately selecting illiterate patients without access to a treatment supporter into the control group.  No attempt to address loss-to f",621,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,28,FALSE,FALSE,NA,FALSE,6,"Quasi-experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",408,"Muhamadi","A single-blind randomized controlled trial to evaluate the effect of extended counseling on uptake of pre-antiretroviral care in Eastern Uganda. Trials.",2011,"Trials","Muhamadi L, Tumwesigye NM, Kadobera D, Marrone G, Wabwire-Mangen F, Pariyo G, et al. A single-blind randomized controlled trial to evaluate the effect of extended counseling on uptake of pre-antiretroviral care in Eastern Uganda. Trials. 2011; 12: 184.","journal",NA,"Uganda",NA,"Eastern Uganda, Iganga District, rural","1 outpatient site in a secondary hospital, 2 primary health care centres,","to assess whether a low-cost intervention through providing post-test counseling by staff with training in basic counseling skills, combined with home visits by community support agents for extended counseling, could improve uptake of pre-ARV care among n","all newly screened HIV-positive adult clients (>18 yrs) at the three recruitment","Intervention: Specialised counselling by health care workers who had been trained on basic counselling skills for 3 days. The counselling included declaration of the results, provision of cotrimoxazole prophylaxis and advice to the client to go for pre-AR","Control: Post-test counselling by staff not trained in basic counselling skills and included declaration of the results, provision of cotrimoxazole prophylaxis and advice to the client to go for pre-ARV care every three months.","many analytical stages involved - some unnecessary for a RCT",400,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,29,FALSE,FALSE,NA,FALSE,7,"Individual RCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",409,"Munoz","Community-based DOT-HAART Accompaniment in an Urban Resource-Poor Setting",2010,"AIDS Behav",NA,"journal",NA,"Peru",NA,"Lima","PIH","Evaluate effect of treatment supporter","adults","assigned home visitor","standard of care",NA,155,NA,0,0,0,1,NA,0,0,0,0,0,0,0,0,NA,72,FALSE,FALSE,NA,FALSE,5,"Prospective cohort",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",410,"Nachega","Randomized controlled trial of trained patient-nominated treatment supporters providing partial directly observed antiretroviral therapy",2010,"AIDS","Nachega JB, Chaisson RE, Goliath R, et al. Randomized controlled trial of trained patient-nominated treatment supporters providing partial directly observed antiretroviral therapy. AIDS 2010; 24: 1273–80.","journal",NA,"South Africa",NA,"district-level ART clinic in Cape Town",NA,"to evaluate the effect of patient-selected treatment supporter delivery of directly observed therapy on clinical outcomes (viral load and CD4)",">18 males and non-pregnant females, ART-naïve, ART eligible.  Excluded if estimated life expectancy <6 months, Karnofsky Performance Score <60, serious liver disease (alanine aminotransferase > five times upper limit of normal), history of single dose NVP","partial Directly Observed Therapy administered by community-based, patient-nominated treatment supporter identified using a 'personal network inventory instrument'.  Treatment supporter received 90 min baseline training on ART adherence and support techni","Standard of care (self-administered ART).  Patients selected treatment supporter, according to standard of care, without the use of the personal network inventory instrument.  Patient/treatment supporter offered baseline 90 minute training similar to inte","Study stopped early for reasons of futility",274,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,30,FALSE,FALSE,NA,FALSE,7,"Individual RCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",411,"Ndekha","Supplementary feeding with either ready-to-use fortified spread or corn-soy blend in wasted adults starting antiretroviral therapy in Malawi: randomised, investigator blinded, controlled trial",2009,"BMJ","Ndekha MJ, van Oosterhout JJ, Zijlstra EE, Manary M, Saloojee H, Manary MJ. Supplementary feeding with either ready-to-use fortified spread or corn-soy blend in wasted adults starting antiretroviral therapy in Malawi: randomised, investigator blinded, con","journal",NA,"Malawi",NA,"Large, public clinic associated with a referral hospital in Blantyre, Malawi.",NA,"To investigate the effect of two different food supplements on body mass index (BMI) at 3 months in wasted Malawian adults with HIV who were starting antiretroviral therapy.","Adults initiating ART with BMI <18.5.  Pregnant/breastfeeding women excluded.","Ready-to-use fortified spread","corn-soy blend",NA,491,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,31,FALSE,FALSE,NA,FALSE,7,"Individual RCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
